season,lg,player,player_id,age,team,pos,g,gs,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,on_court_plus_minus_per_100_poss,net_plus_minus_per_100_poss,bad_pass_turnover,lost_ball_turnover,shooting_foul_committed,offensive_foul_committed,shooting_foul_drawn,offensive_foul_drawn,points_generated_by_assists,and1,fga_blocked
2024,NBA,Trae Young,youngtr01,25,ATL,PG,54,54,1942,100.0,0.0,0.0,0.0,0.0,-2.4,-0.3,174,41,49,7,131,35.0,1382,30,54
2024,NBA,Omer Yurtseven,yurtsom01,25,UTA,C,48,12,545,0.0,0.0,0.0,0.0,100.0,-13.8,-10.4,12,11,27,12,14,0.0,69,6,12
2024,NBA,Cody Zeller,zelleco01,31,NOP,C,43,0,320,0.0,0.0,0.0,0.0,100.0,7.3,2.9,6,2,24,6,14,4.0,92,3,10
2024,NBA,Ivica Zubac,zubaciv01,26,LAC,C,68,68,1794,0.0,0.0,0.0,0.0,100.0,4.8,2.1,30,18,129,24,78,3.0,227,10,40
2023,NBA,Precious Achiuwa,achiupr01,23,TOR,C,55,12,1140,0.0,0.0,0.0,17.0,83.0,-1.5,-3.8,8,21,53,19,58,7.0,128,15,31
2023,NBA,Steven Adams,adamsst01,29,MEM,C,42,42,1133,0.0,0.0,0.0,0.0,100.0,9.5,8.3,40,10,40,23,51,7.0,223,15,14
2023,NBA,Bam Adebayo,adebaba01,25,MIA,C,75,75,2598,0.0,0.0,0.0,0.0,100.0,1.7,5.4,60,46,83,50,194,10.0,587,37,49
2023,NBA,Ochai Agbaji,agbajoc01,22,UTA,SG,59,22,1209,35.0,38.0,24.0,4.0,0.0,-0.5,0.9,15,8,65,9,32,3.0,159,4,20
2023,NBA,Santi Aldama,aldamsa01,22,MEM,PF,77,20,1682,0.0,0.0,2.0,69.0,29.0,2.2,-2.5,19,20,93,11,48,11.0,231,12,20
2023,NBA,Nickeil Alexander-Walker,alexani01,24,2TM,SG,59,3,884,12.0,59.0,27.0,1.0,0.0,-2.5,-2.0,38,9,59,3,25,23.0,262,6,13
2023,NBA,Nickeil Alexander-Walker,alexani01,24,UTA,SG,36,3,528,11.0,52.0,35.0,2.0,0.0,-2.3,-1.4,31,8,38,3,16,16.0,183,3,5
2023,NBA,Nickeil Alexander-Walker,alexani01,24,MIN,SG,23,0,356,13.0,71.0,16.0,1.0,0.0,-2.9,-3.0,7,1,21,0,9,7.0,79,3,8
2023,NBA,Grayson Allen,allengr01,27,MIL,SG,72,70,1972,5.0,75.0,21.0,0.0,0.0,5.7,4.1,49,11,68,1,44,23.0,409,7,22
2023,NBA,Jarrett Allen,allenja01,24,CLE,C,68,68,2220,0.0,0.0,0.0,0.0,100.0,7.9,4.9,41,18,90,17,100,13.0,271,20,43
2023,NBA,Jose Alvarado,alvarjo01,24,NOP,PG,61,10,1310,100.0,0.0,0.0,0.0,0.0,4.7,3.9,46,20,61,6,33,15.0,430,5,30
2023,NBA,Kyle Anderson,anderky01,29,MIN,PF,69,46,1957,0.0,0.0,8.0,90.0,2.0,1.9,4.0,54,21,63,10,67,16.0,780,16,19
2023,NBA,Giannis Antetokounmpo,antetgi01,28,MIL,PF,63,63,2024,0.0,0.0,0.0,59.0,41.0,7.4,7.8,71,62,69,59,385,5.0,927,98,82
2023,NBA,Thanasis Antetokounmpo,antetth01,30,MIL,PF,37,0,206,0.0,0.0,7.0,53.0,40.0,-25.9,-31.1,1,2,10,4,9,0.0,39,0,5
2023,NBA,Cole Anthony,anthoco01,22,ORL,PG,60,4,1552,100.0,0.0,0.0,0.0,0.0,-0.6,3.6,43,28,83,6,76,8.0,558,20,22
2023,NBA,OG Anunoby,anunoog01,25,TOR,SF,67,67,2386,0.0,11.0,62.0,27.0,0.0,2.1,2.4,54,29,87,29,77,15.0,307,19,65
2023,NBA,Ryan Arcidiacono,arcidry01,28,2TM,PG,20,4,172,85.0,15.0,0.0,0.0,0.0,-10.3,-8.0,4,3,10,0,0,7.0,53,0,2
2023,NBA,Ryan Arcidiacono,arcidry01,28,NYK,PG,11,0,26,21.0,79.0,0.0,0.0,0.0,7.4,4.3,0,1,1,0,0,0.0,5,0,0
2023,NBA,Ryan Arcidiacono,arcidry01,28,POR,PG,9,4,146,96.0,4.0,0.0,0.0,0.0,-13.5,-10.2,4,2,9,0,0,7.0,48,0,2
2023,NBA,Deni Avdija,avdijde01,22,WAS,SF,76,40,2020,0.0,8.0,62.0,30.0,0.0,-0.6,1.3,62,30,129,23,78,6.0,502,21,36
2023,NBA,Deandre Ayton,aytonde01,24,PHO,C,67,67,2035,0.0,0.0,0.0,0.0,100.0,-1.6,-6.8,23,41,117,35,96,0.0,279,24,39
2023,NBA,Udoka Azubuike,azubuud01,23,UTA,C,36,4,359,0.0,0.0,0.0,2.0,99.0,-11.2,-11.1,2,5,29,2,9,0.0,24,2,3
2023,NBA,Marvin Bagley III,baglema01,23,DET,C,42,25,990,0.0,0.0,0.0,27.0,73.0,-11.0,-3.4,11,10,51,12,51,7.0,94,12,15
2023,NBA,Patrick Baldwin Jr.,baldwpa01,20,GSW,SF,31,0,226,0.0,1.0,22.0,69.0,9.0,-11.4,-14.0,5,0,9,3,3,1.0,27,0,3
2023,NBA,LaMelo Ball,ballla01,21,CHO,PG,36,36,1268,75.0,25.0,0.0,0.0,0.0,-5.2,0.8,71,17,51,13,40,11.0,686,9,27
2023,NBA,Mo Bamba,bambamo01,24,2TM,C,49,7,769,0.0,0.0,0.0,0.0,100.0,0.8,4.1,11,9,69,8,27,0.0,111,7,14
2023,NBA,Mo Bamba,bambamo01,24,ORL,C,40,6,681,0.0,0.0,0.0,0.0,100.0,1.7,5.4,8,8,58,4,22,0.0,101,7,12
2023,NBA,Mo Bamba,bambamo01,24,LAL,C,9,1,88,0.0,0.0,0.0,0.0,100.0,-5.5,-6.2,3,1,11,4,5,0.0,10,0,2
2023,NBA,Paolo Banchero,banchpa01,20,ORL,PF,72,72,2430,0.0,0.0,23.0,74.0,3.0,-4.5,-4.4,79,78,90,22,258,8.0,634,53,92
2023,NBA,Desmond Bane,banede01,24,MEM,SG,58,58,1841,4.0,86.0,10.0,0.0,0.0,8.2,8.6,48,33,78,17,78,8.0,615,28,73
2023,NBA,Dalano Banton,bantoda01,23,TOR,PG,31,2,279,46.0,49.0,6.0,0.0,0.0,-6.6,-8.4,7,7,20,1,11,0.0,85,2,7
2023,NBA,Dominick Barlow,barlodo01,19,SAS,PF,28,0,408,0.0,0.0,11.0,54.0,36.0,-12.0,-2.1,5,4,40,5,12,2.0,59,5,8
2023,NBA,Harrison Barnes,barneha02,30,SAC,PF,82,82,2662,0.0,0.0,16.0,84.0,0.0,3.9,4.8,38,24,52,11,180,22.0,317,31,31
2023,NBA,Scottie Barnes,barnesc01,21,TOR,SF,77,76,2678,3.0,49.0,48.0,1.0,0.0,3.0,5.5,97,25,80,13,118,18.0,888,30,46
2023,NBA,RJ Barrett,barrerj01,22,NYK,SG,73,73,2475,0.0,21.0,78.0,1.0,0.0,-0.6,-10.0,73,45,88,19,205,7.0,486,44,94
2023,NBA,Will Barton,bartowi01,32,2TM,SG,56,2,993,20.0,75.0,5.0,0.0,0.0,-8.3,-9.1,27,11,34,1,18,2.0,263,3,25
2023,NBA,Will Barton,bartowi01,32,WAS,SG,40,0,782,12.0,83.0,6.0,0.0,0.0,-8.6,-9.1,27,9,27,1,17,1.0,219,3,21
2023,NBA,Will Barton,bartowi01,32,TOR,SG,16,2,211,51.0,48.0,2.0,0.0,0.0,-7.3,-8.9,0,2,7,0,1,1.0,44,0,4
2023,NBA,Charles Bassey,bassech01,22,SAS,C,35,2,508,0.0,0.0,0.0,11.0,89.0,-3.6,7.5,14,7,41,13,17,0.0,112,5,4
2023,NBA,Keita Bates-Diop,bateske01,27,SAS,PF,67,42,1452,0.0,1.0,37.0,62.0,0.0,-8.0,3.2,23,17,41,4,84,2.0,260,23,37
2023,NBA,Nicolas Batum,batumni01,34,LAC,PF,78,19,1709,0.0,0.0,0.0,60.0,41.0,4.8,7.4,30,5,67,8,21,5.0,302,5,5
2023,NBA,Darius Bazley,bazleda01,22,2TM,C,43,1,616,0.0,0.0,0.0,16.0,84.0,-2.9,-4.3,12,9,24,1,38,3.0,96,6,26
2023,NBA,Darius Bazley,bazleda01,22,OKC,C,36,1,555,0.0,0.0,0.0,15.0,85.0,-0.1,-1.4,10,6,17,1,35,3.0,80,5,24
2023,NBA,Darius Bazley,bazleda01,22,PHO,C,7,0,61,0.0,0.0,0.0,28.0,72.0,-28.1,-30.4,2,3,7,0,3,0.0,16,1,2
2023,NBA,Bradley Beal,bealbr01,29,WAS,SG,50,50,1673,6.0,77.0,16.0,1.0,0.0,0.8,3.6,79,45,57,12,104,7.0,651,26,33
2023,NBA,Malik Beasley,beaslma01,26,2TM,SG,81,27,2093,17.0,50.0,31.0,2.0,0.0,-2.8,-3.2,48,29,56,6,26,6.0,302,10,26
2023,NBA,Malik Beasley,beaslma01,26,UTA,SG,55,13,1472,15.0,41.0,42.0,3.0,0.0,-3.3,-3.4,31,18,40,4,16,6.0,226,5,20
2023,NBA,Malik Beasley,beaslma01,26,LAL,SG,26,14,621,23.0,73.0,4.0,0.0,0.0,-1.8,-2.8,17,11,16,2,10,0.0,76,5,6
2023,NBA,MarJon Beauchamp,beaucma01,22,MIL,SF,52,11,701,1.0,41.0,52.0,6.0,0.0,-5.6,-11.2,16,11,37,7,18,3.0,91,2,17
2023,NBA,Dāvis Bertāns,bertada01,30,DAL,PF,45,1,492,0.0,0.0,4.0,73.0,24.0,-3.4,-4.2,7,1,26,2,5,3.0,48,1,3
2023,NBA,Patrick Beverley,beverpa01,34,2TM,PG,67,67,1816,47.0,45.0,8.0,0.0,0.0,-1.1,-2.9,32,7,84,6,21,26.0,453,5,12
2023,NBA,Patrick Beverley,beverpa01,34,LAL,SG,45,45,1211,20.0,67.0,13.0,0.0,0.0,-2.1,-3.8,24,4,51,4,16,18.0,286,4,9
2023,NBA,Patrick Beverley,beverpa01,34,CHI,PG,22,22,605,100.0,0.0,0.0,0.0,0.0,0.7,-1.0,8,3,33,2,5,8.0,167,1,3
2023,NBA,Saddiq Bey,beysa01,23,2TM,SF,77,37,2129,0.0,10.0,76.0,13.0,1.0,-3.4,3.1,19,14,44,12,121,3.0,282,27,55
2023,NBA,Saddiq Bey,beysa01,23,DET,SF,52,30,1500,0.0,11.0,79.0,9.0,1.0,-7.9,1.0,14,12,29,9,105,2.0,205,22,41
2023,NBA,Saddiq Bey,beysa01,23,ATL,SF,25,7,629,0.0,7.0,69.0,24.0,0.0,7.4,8.2,5,2,15,3,16,1.0,77,5,14
2023,NBA,Khem Birch,birchkh01,30,TOR,C,20,0,162,0.0,0.0,0.0,0.0,100.0,3.6,2.5,1,1,8,6,2,1.0,18,1,1
2023,NBA,Goga Bitadze,bitadgo01,23,2TM,C,38,1,457,0.0,0.0,0.0,0.0,100.0,2.1,5.5,7,8,31,6,17,1.0,94,4,11
2023,NBA,Goga Bitadze,bitadgo01,23,IND,C,21,0,202,0.0,0.0,0.0,0.0,100.0,3.1,6.8,2,5,16,4,10,0.0,44,2,5
2023,NBA,Goga Bitadze,bitadgo01,23,ORL,C,17,1,255,0.0,0.0,0.0,0.0,100.0,1.4,4.4,5,3,15,2,7,1.0,50,2,6
2023,NBA,Bismack Biyombo,biyombi01,30,PHO,C,61,14,874,0.0,0.0,0.0,1.0,99.0,3.8,2.5,10,12,68,20,33,4.0,126,12,11
2023,NBA,Buddy Boeheim,boehebu01,23,DET,SF,10,0,90,0.0,3.0,25.0,72.0,0.0,1.6,10.3,0,0,2,0,1,0.0,11,0,0
2023,NBA,Bogdan Bogdanović,bogdabo01,30,ATL,SG,54,9,1508,0.0,69.0,32.0,0.0,0.0,1.8,2.1,39,17,44,2,31,3.0,343,2,13
2023,NBA,Bojan Bogdanović,bogdabo02,33,DET,PF,59,59,1893,0.0,1.0,44.0,53.0,2.0,-8.5,0.0,60,52,49,11,93,6.0,377,20,79
2023,NBA,Bol Bol,bolbo01,23,ORL,PF,70,33,1505,0.0,0.0,1.0,82.0,18.0,-4.4,-2.5,36,47,50,8,55,3.0,164,16,19
2023,NBA,Leandro Bolmaro,bolmale01,22,UTA,SF,14,0,68,0.0,0.0,91.0,9.0,0.0,-0.1,1.0,5,1,7,0,0,4.0,17,0,1
2023,NBA,Devin Booker,bookede01,26,PHO,SG,53,53,1835,0.0,47.0,50.0,3.0,0.0,5.5,7.0,75,40,74,17,156,14.0,715,50,43
2023,NBA,Brandon Boston Jr.,bostobr01,21,LAC,SF,22,1,248,1.0,71.0,26.0,3.0,0.0,-10.6,-12.0,2,6,10,1,16,4.0,46,6,11
2023,NBA,Chris Boucher,bouchch01,30,TOR,PF,76,0,1523,0.0,5.0,47.0,45.0,3.0,-0.7,-3.0,7,17,95,8,75,18.0,65,19,35
2023,NBA,James Bouknight,bouknja01,22,CHO,SG,34,0,515,9.0,89.0,3.0,0.0,0.0,-7.9,-2.4,8,12,26,3,14,4.0,101,2,13
2023,NBA,Jamaree Bouyea,bouyeja01,23,2TM,PG,5,0,71,100.0,0.0,0.0,0.0,0.0,-13.6,-13.6,0,2,2,1,1,0.0,8,0,1
2023,NBA,Jamaree Bouyea,bouyeja01,23,MIA,PG,4,0,65,100.0,0.0,0.0,0.0,0.0,-18.3,-18.3,0,2,2,1,1,0.0,8,0,1
2023,NBA,Jamaree Bouyea,bouyeja01,23,WAS,PG,1,0,6,100.0,0.0,0.0,0.0,0.0,36.4,37.7,0,0,0,0,0,0.0,0,0,0
2023,NBA,Tony Bradley,bradlto01,25,CHI,C,12,0,33,0.0,0.0,0.0,0.0,100.0,13.3,11.8,0,0,1,1,0,0.0,2,0,0
2023,NBA,Malaki Branham,branhma01,19,SAS,SG,66,32,1550,55.0,41.0,4.0,0.0,0.0,-10.6,-0.8,46,16,76,2,35,6.0,288,8,40
2023,NBA,Jarrell Brantley,brantja01,26,UTA,PF,4,0,39,0.0,13.0,54.0,33.0,0.0,17.8,19.1,1,1,2,0,1,0.0,7,0,0
2023,NBA,Christian Braun,braunch01,21,DEN,SG,76,6,1181,14.0,58.0,27.0,1.0,0.0,-3.2,-9.2,9,8,51,5,31,4.0,145,10,25
2023,NBA,Mikal Bridges,bridgmi01,26,2TM,SG,83,83,2963,1.0,38.0,51.0,10.0,0.0,0.8,-1.5,73,37,92,6,159,28.0,662,43,54
2023,NBA,Mikal Bridges,bridgmi01,26,PHO,SF,56,56,2040,0.0,19.0,66.0,15.0,0.0,0.9,-2.0,46,21,65,5,82,24.0,490,23,35
2023,NBA,Mikal Bridges,bridgmi01,26,BRK,SG,27,27,923,2.0,80.0,17.0,1.0,0.0,0.8,-0.6,27,16,27,1,77,4.0,172,20,19
2023,NBA,Oshae Brissett,brissos01,24,IND,PF,65,2,1083,0.0,1.0,5.0,92.0,3.0,0.1,4.8,13,8,40,7,64,6.0,109,6,22
2023,NBA,Malcolm Brogdon,brogdma01,30,BOS,PG,67,0,1744,52.0,47.0,1.0,0.0,0.0,5.1,-2.7,42,34,49,7,78,18.0,616,14,50
2023,NBA,Dillon Brooks,brookdi01,27,MEM,SF,73,73,2214,0.0,20.0,75.0,5.0,0.0,4.3,1.7,43,27,104,15,70,23.0,451,18,38
2023,NBA,Bruce Brown,brownbr01,26,DEN,SF,80,31,2280,0.0,32.0,64.0,3.0,0.0,0.9,-5.6,56,37,106,12,75,11.0,631,23,37
2023,NBA,Greg Brown III,browngr01,21,POR,PF,16,0,93,0.0,0.0,44.0,49.0,7.0,-2.5,1.2,2,1,6,0,6,0.0,7,2,4
2023,NBA,Jaylen Brown,brownja02,26,BOS,SF,67,67,2405,0.0,39.0,58.0,3.0,0.0,5.1,-3.9,61,68,70,27,171,9.0,599,47,74
2023,NBA,Kendall Brown,brownke03,19,IND,SG,6,0,40,0.0,54.0,46.0,0.0,0.0,6.4,9.9,0,0,3,0,1,0.0,8,0,1
2023,NBA,Moses Brown,brownmo01,23,2TM,C,36,1,294,0.0,0.0,0.0,0.0,100.0,3.8,3.5,2,3,21,5,29,1.0,9,8,11
2023,NBA,Moses Brown,brownmo01,23,LAC,C,34,1,288,0.0,0.0,0.0,0.0,100.0,4.8,4.5,2,3,20,5,29,1.0,9,8,11
2023,NBA,Moses Brown,brownmo01,23,BRK,C,2,0,6,0.0,0.0,0.0,0.0,100.0,-43.3,-44.6,0,0,1,0,0,0.0,0,0,0
2023,NBA,Sterling Brown,brownst02,27,LAL,SF,4,0,24,0.0,0.0,65.0,35.0,0.0,-3.0,-3.6,0,0,3,0,0,0.0,4,0,1
2023,NBA,Troy Brown Jr.,browntr01,23,LAL,SF,76,45,1860,0.0,2.0,70.0,28.0,0.0,-0.9,-2.7,27,10,65,5,18,12.0,226,5,30
2023,NBA,Jalen Brunson,brunsja01,26,NYK,PG,68,68,2379,100.0,0.0,0.0,0.0,0.0,2.4,-1.9,75,39,70,18,169,77.0,1036,50,51
2023,NBA,Thomas Bryant,bryanth01,25,2TM,C,59,26,1081,0.0,0.0,0.0,3.0,97.0,-4.2,-6.1,13,7,68,11,65,3.0,77,18,32
2023,NBA,Thomas Bryant,bryanth01,25,LAL,C,41,25,876,0.0,0.0,0.0,4.0,96.0,-2.2,-3.6,10,6,54,8,59,3.0,73,16,28
2023,NBA,Thomas Bryant,bryanth01,25,DEN,C,18,1,205,0.0,0.0,0.0,0.0,100.0,-12.8,-17.0,3,1,14,3,6,0.0,4,2,4
2023,NBA,Reggie Bullock,bullore01,31,DAL,SF,78,55,2364,0.0,2.0,45.0,51.0,2.0,-1.7,-4.7,22,1,86,8,3,7.0,272,1,9
2023,NBA,Alec Burks,burksal01,31,DET,SG,51,8,1122,2.0,84.0,13.0,1.0,0.0,-1.0,10.6,24,15,54,7,72,18.0,270,16,14
2023,NBA,Deonte Burton,burtode02,29,SAC,PF,2,0,6,0.0,0.0,12.0,88.0,0.0,35.7,33.5,0,0,0,0,0,1.0,0,0,1
2023,NBA,Jared Butler,butleja02,22,OKC,PG,6,1,77,1.0,99.0,0.0,0.0,0.0,-1.3,-2.5,4,1,4,0,0,1.0,20,0,4
2023,NBA,Jimmy Butler,butleji01,33,MIA,PF,64,64,2138,0.0,0.0,15.0,83.0,3.0,1.4,3.5,54,24,32,10,245,12.0,835,61,53
2023,NBA,John Butler,butlejo01,20,POR,C,19,1,221,0.0,0.0,0.0,0.0,100.0,-15.7,-12.7,1,0,18,0,3,0.0,25,2,2
2023,NBA,Jamal Cain,cainja01,23,MIA,PF,18,0,240,0.0,14.0,48.0,38.0,0.0,7.3,8.0,2,2,8,2,13,1.0,32,4,2
2023,NBA,Kentavious Caldwell-Pope,caldwke01,29,DEN,SG,76,76,2381,24.0,74.0,2.0,0.0,0.0,9.6,16.3,54,20,70,5,49,45.0,433,11,9
2023,NBA,Facundo Campazzo,campafa01,31,DAL,PG,8,0,52,100.0,0.0,0.0,0.0,0.0,10.7,10.6,2,0,1,0,0,1.0,23,0,1
2023,NBA,Vlatko Čančar,cancavl01,25,DEN,PF,60,9,889,0.0,0.0,1.0,90.0,9.0,-3.9,-9.3,16,12,47,6,22,7.0,193,7,9
2023,NBA,Clint Capela,capelca01,28,ATL,C,65,63,1730,0.0,0.0,0.0,0.0,100.0,-0.5,-1.7,17,8,69,15,68,18.0,137,17,26
2023,NBA,Vernon Carey Jr.,careyve01,21,WAS,C,11,0,28,0.0,0.0,0.0,0.0,100.0,-19.0,-17.8,1,0,5,0,1,0.0,7,0,1
2023,NBA,Jevon Carter,carteje01,27,MIL,PG,81,39,1810,99.0,1.0,0.0,0.0,0.0,3.4,-0.3,44,18,75,1,10,6.0,492,2,16
2023,NBA,Michael Carter-Williams,cartemi01,31,ORL,PG,4,0,44,95.0,5.0,0.0,0.0,0.0,-31.4,-28.9,3,0,4,1,4,0.0,16,1,2
2023,NBA,Wendell Carter Jr.,cartewe01,23,ORL,C,57,54,1690,0.0,0.0,0.0,6.0,94.0,-1.5,2.3,35,28,82,30,78,4.0,301,17,18
2023,NBA,Alex Caruso,carusal01,28,CHI,PG,67,36,1575,61.0,39.0,0.0,0.0,0.0,6.0,7.2,51,18,82,3,34,47.0,449,7,15
2023,NBA,Justin Champagnie,champju01,21,2TM,SF,5,0,34,0.0,29.0,57.0,13.0,0.0,-8.2,-13.1,0,0,1,0,0,1.0,9,0,2
2023,NBA,Justin Champagnie,champju01,21,TOR,SF,3,0,11,0.0,0.0,59.0,42.0,0.0,-10.0,-11.2,0,0,0,0,0,1.0,3,0,0
2023,NBA,Justin Champagnie,champju01,21,BOS,SF,2,0,23,0.0,43.0,57.0,0.0,0.0,-7.4,-14.1,0,0,1,0,0,0.0,6,0,2
2023,NBA,Julian Champagnie,champju02,21,2TM,SF,17,3,320,0.0,16.0,60.0,24.0,0.0,-10.1,-0.3,4,5,19,1,9,1.0,24,5,5
2023,NBA,Julian Champagnie,champju02,21,PHI,SF,2,0,7,0.0,0.0,5.0,95.0,0.0,-23.6,-28.4,0,0,0,0,0,0.0,0,0,0
2023,NBA,Julian Champagnie,champju02,21,SAS,SF,15,3,313,1.0,16.0,61.0,22.0,0.0,-9.8,0.3,4,5,19,1,9,1.0,24,5,5
2023,NBA,Kennedy Chandler,chandke01,20,MEM,PG,36,0,281,100.0,0.0,0.0,0.0,0.0,-7.8,-12.3,7,8,6,0,6,2.0,128,2,11
2023,NBA,Josh Christopher,chrisjo01,21,HOU,SG,64,2,786,5.0,81.0,14.0,0.0,0.0,-15.0,-8.3,28,22,35,6,28,2.0,173,7,20
2023,NBA,Max Christie,chrisma02,19,LAL,SG,41,3,512,0.0,26.0,68.0,6.0,0.0,-8.5,-10.4,8,1,26,1,7,1.0,50,0,6
2023,NBA,Brandon Clarke,clarkbr01,26,MEM,PF,56,8,1090,0.0,0.0,9.0,82.0,9.0,0.3,-4.6,12,10,72,22,71,3.0,171,25,18
2023,NBA,Jordan Clarkson,clarkjo01,30,UTA,SG,61,61,1988,25.0,68.0,7.0,0.0,0.0,0.2,2.6,97,49,52,11,99,6.0,662,25,52
2023,NBA,Nic Claxton,claxtni01,23,BRK,C,76,76,2271,0.0,0.0,0.0,0.0,100.0,5.2,9.1,21,21,105,31,119,14.0,350,35,29
2023,NBA,Amir Coffey,coffeam01,25,LAC,SF,50,9,625,1.0,7.0,74.0,18.0,1.0,-8.8,-11.3,11,7,32,2,29,7.0,127,5,16
2023,NBA,John Collins,collijo01,25,ATL,PF,71,71,2130,0.0,0.0,0.0,92.0,8.0,-0.3,-1.6,24,28,149,18,90,20.0,214,21,45
2023,NBA,Zach Collins,colliza01,25,SAS,C,63,26,1441,0.0,0.0,0.0,2.0,99.0,-8.1,3.1,54,23,118,40,59,13.0,411,16,35
2023,NBA,Chance Comanche,comanch01,26,POR,C,1,0,21,0.0,0.0,0.0,64.0,36.0,-65.1,-61.7,0,0,0,0,0,0.0,0,0,0
2023,NBA,Mike Conley,conlemi01,35,2TM,PG,67,66,2029,100.0,0.0,0.0,0.0,0.0,0.8,2.2,76,19,75,3,61,43.0,1090,15,14
2023,NBA,Mike Conley,conlemi01,35,UTA,PG,43,42,1276,100.0,0.0,0.0,0.0,0.0,0.8,2.8,56,10,48,3,36,27.0,807,9,8
2023,NBA,Mike Conley,conlemi01,35,MIN,PG,24,24,753,100.0,0.0,0.0,0.0,0.0,0.7,1.1,20,9,27,0,25,16.0,283,6,6
2023,NBA,Pat Connaughton,connapa01,30,MIL,SF,61,33,1443,2.0,35.0,60.0,3.0,0.0,4.9,2.0,20,6,51,6,18,9.0,184,5,14
2023,NBA,Xavier Cooks,cooksxa01,27,WAS,PF,10,1,126,0.0,0.0,9.0,91.0,0.0,4.7,6.1,1,5,7,1,3,1.0,15,0,3
2023,NBA,Robert Covington,covinro01,32,LAC,PF,48,0,779,0.0,0.0,21.0,73.0,6.0,-0.2,-1.1,23,3,56,1,18,5.0,137,2,9
2023,NBA,Torrey Craig,craigto01,32,PHO,PF,79,60,1948,0.0,0.0,20.0,79.0,1.0,-3.2,-9.9,37,17,102,12,21,14.0,287,5,23
2023,NBA,Jae Crowder,crowdja01,32,MIL,PF,18,3,340,0.0,1.0,41.0,58.0,0.0,0.5,-3.4,1,2,16,4,5,2.0,64,1,2
2023,NBA,Jarrett Culver,culveja01,23,ATL,SF,10,1,137,0.0,17.0,37.0,47.0,0.0,-6.3,-7.0,2,2,9,1,7,3.0,15,1,4
2023,NBA,Cade Cunningham,cunnica01,21,DET,PG,12,12,400,73.0,26.0,1.0,0.0,0.0,-7.5,1.1,21,11,16,5,18,2.0,176,3,23
2023,NBA,Seth Curry,curryse01,32,BRK,SG,61,7,1211,35.0,49.0,17.0,0.0,0.0,-3.9,-7.4,24,9,33,7,17,12.0,244,8,14
2023,NBA,Stephen Curry,curryst01,34,GSW,PG,56,56,1941,100.0,0.0,0.0,0.0,0.0,5.8,8.0,111,26,49,12,114,20.0,838,37,41
2023,NBA,Dyson Daniels,daniedy01,19,NOP,PG,59,11,1042,17.0,57.0,26.0,0.0,0.0,0.5,-2.3,38,10,58,6,13,6.0,314,6,10
2023,NBA,Anthony Davis,davisan02,29,LAL,C,56,54,1904,0.0,0.0,0.0,0.0,100.0,4.7,7.8,39,42,85,25,198,5.0,355,49,58
2023,NBA,JD Davison,davisjd01,20,BOS,SG,12,0,66,26.0,74.0,0.0,0.0,0.0,-4.6,-11.4,3,1,2,0,1,1.0,25,0,1
2023,NBA,Johnny Davis,davisjo06,20,WAS,SG,28,5,423,0.0,52.0,47.0,1.0,0.0,-6.9,-6.2,5,8,24,2,14,2.0,67,4,9
2023,NBA,Terence Davis,daviste02,25,SAC,SG,64,5,841,3.0,47.0,48.0,1.0,0.0,3.4,1.4,29,11,50,7,21,4.0,153,4,12
2023,NBA,Darius Days,daysda01,23,HOU,SF,4,0,25,0.0,7.0,93.0,0.0,0.0,4.1,12.5,0,0,2,0,1,0.0,3,0,1
2023,NBA,Dewayne Dedmon,dedmode01,33,2TM,C,38,1,426,0.0,0.0,0.0,0.0,100.0,-10.3,-11.8,4,4,41,11,23,3.0,62,7,16
2023,NBA,Dewayne Dedmon,dedmode01,33,MIA,C,30,0,350,0.0,0.0,0.0,0.0,100.0,-9.9,-10.7,3,4,33,7,20,3.0,37,6,14
2023,NBA,Dewayne Dedmon,dedmode01,33,PHI,C,8,1,76,0.0,0.0,0.0,0.0,100.0,-11.9,-17.0,1,0,8,4,3,0.0,25,1,2
2023,NBA,Matthew Dellavedova,dellama01,32,SAC,PG,32,0,213,94.0,6.0,0.0,0.0,0.0,-8.2,-11.1,7,1,7,2,2,7.0,98,1,1
2023,NBA,DeMar DeRozan,derozde01,33,CHI,SF,74,74,2682,0.0,0.0,68.0,32.0,0.0,1.5,-0.5,74,45,104,14,270,32.0,923,78,62
2023,NBA,Moussa Diabaté,diabamo01,21,LAC,C,22,1,195,0.0,0.0,3.0,21.0,76.0,-9.6,-10.8,2,2,4,3,9,1.0,8,4,6
2023,NBA,Mamadi Diakite,diakima01,26,CLE,C,22,2,176,0.0,0.0,0.0,17.0,83.0,0.6,-5.3,3,2,16,3,1,1.0,19,0,3
2023,NBA,Hamidou Diallo,diallha01,24,DET,SF,56,0,996,0.0,26.0,63.0,11.0,0.0,-0.4,10.9,25,12,41,16,73,15.0,133,19,18
2023,NBA,Gorgui Dieng,dienggo01,33,SAS,C,31,1,358,0.0,0.0,0.0,19.0,81.0,-21.3,-12.4,17,4,37,3,5,6.0,126,1,5
2023,NBA,Ousmane Dieng,diengou01,19,OKC,PF,39,1,569,0.0,0.0,8.0,71.0,20.0,3.9,3.2,10,8,26,2,12,0.0,107,3,8
