season,lg,player,player_id,age,team,pos,g,gs,mp,fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,trp_dbl
2024,NBA,Michael Porter Jr.,portemi01,25.0,DEN,SF,81,81.0,2565.0,522,1079,0.484,220.0,554.0,0.397,302.0,525.0,0.575,0.586,92,110,0.836,106.0,459.0,565.0,122,42.0,53.0,92.0,148.0,1356,0.0
2024,NBA,Otto Porter Jr.,porteot01,30.0,TOR,SF,15,1.0,174.0,14,33,0.424,8.0,23.0,0.348,6.0,10.0,0.6,0.545,3,3,1.0,6.0,23.0,29.0,8,5.0,5.0,2.0,19.0,39,0.0
2024,NBA,Bobby Portis,portibo01,28.0,MIL,PF,82,4.0,2008.0,466,918,0.508,100.0,246.0,0.407,366.0,672.0,0.545,0.562,98,124,0.79,142.0,465.0,607.0,104,68.0,34.0,91.0,189.0,1130,0.0
2024,NBA,Kristaps Porziņģis,porzikr01,28.0,BOS,C,57,57.0,1690.0,388,752,0.516,110.0,293.0,0.375,278.0,459.0,0.606,0.589,259,302,0.858,97.0,312.0,409.0,115,42.0,111.0,89.0,156.0,1145,0.0
2024,NBA,Micah Potter,pottemi01,25.0,UTA,PF,16,0.0,186.0,19,40,0.475,9.0,21.0,0.429,10.0,19.0,0.526,0.588,6,8,0.75,10.0,33.0,43.0,6,4.0,6.0,5.0,14.0,53,0.0
2024,NBA,Dwight Powell,poweldw01,32.0,DAL,C,63,9.0,836.0,72,106,0.679,1.0,3.0,0.333,71.0,103.0,0.689,0.684,63,89,0.708,97.0,117.0,214.0,84,26.0,20.0,32.0,113.0,208,0.0
2024,NBA,Norman Powell,powelno01,30.0,LAC,SG,76,3.0,1990.0,373,768,0.486,167.0,384.0,0.435,206.0,384.0,0.536,0.594,143,172,0.831,16.0,179.0,195.0,82,43.0,22.0,66.0,137.0,1056,0.0
2024,NBA,Jason Preston,prestja01,24.0,UTA,PG,7,0.0,71.0,6,19,0.316,0.0,3.0,0.0,6.0,16.0,0.375,0.316,0,0,,6.0,11.0,17.0,16,2.0,1.0,2.0,3.0,12,0.0
2024,NBA,Joshua Primo,primojo01,21.0,LAC,SG,2,0.0,10.0,1,3,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0,0,,1.0,0.0,1.0,0,0.0,1.0,4.0,0.0,2,0.0
2024,NBA,Taurean Prince,princta02,29.0,LAL,PF,78,49.0,2108.0,253,572,0.442,141.0,356.0,0.396,112.0,216.0,0.519,0.566,50,68,0.735,21.0,209.0,230.0,119,58.0,35.0,73.0,146.0,697,0.0
2024,NBA,Payton Pritchard,pritcpa01,26.0,BOS,PG,82,5.0,1825.0,297,635,0.468,147.0,382.0,0.385,150.0,253.0,0.593,0.583,46,56,0.821,70.0,195.0,265.0,281,39.0,6.0,61.0,106.0,787,0.0
2024,NBA,Olivier-Maxence Prosper,prospol01,21.0,DAL,PF,40,1.0,336.0,40,104,0.385,13.0,45.0,0.289,27.0,59.0,0.458,0.447,28,41,0.683,25.0,54.0,79.0,22,7.0,4.0,8.0,20.0,121,0.0
2024,NBA,Trevelin Queen,queentr01,26.0,ORL,SG,14,0.0,165.0,14,38,0.368,3.0,17.0,0.176,11.0,21.0,0.524,0.408,9,12,0.75,3.0,17.0,20.0,18,7.0,5.0,7.0,15.0,40,0.0
2024,NBA,Neemias Queta,quetane01,24.0,BOS,C,28,0.0,333.0,67,104,0.644,0.0,0.0,,67.0,104.0,0.644,0.644,20,28,0.714,53.0,69.0,122.0,20,13.0,21.0,13.0,50.0,154,0.0
2024,NBA,Immanuel Quickley,quickim01,24.0,2TM,SG,68,38.0,1985.0,388,894,0.434,171.0,433.0,0.395,217.0,461.0,0.471,0.53,209,245,0.853,17.0,242.0,259.0,331,50.0,10.0,101.0,119.0,1156,0.0
2024,NBA,Immanuel Quickley,quickim01,24.0,NYK,SG,30,0.0,720.0,152,335,0.454,64.0,162.0,0.395,88.0,173.0,0.509,0.549,82,94,0.872,5.0,72.0,77.0,74,16.0,3.0,31.0,44.0,450,0.0
2024,NBA,Immanuel Quickley,quickim01,24.0,TOR,PG,38,38.0,1265.0,236,559,0.422,107.0,271.0,0.395,129.0,288.0,0.448,0.518,127,151,0.841,12.0,170.0,182.0,257,34.0,7.0,70.0,75.0,706,0.0
2024,NBA,Lester Quiñones,quinole01,23.0,GSW,SG,37,0.0,394.0,56,141,0.397,32.0,88.0,0.364,24.0,53.0,0.453,0.511,20,29,0.69,21.0,51.0,72.0,36,6.0,2.0,17.0,44.0,164,0.0
2024,NBA,Jahmi'us Ramsey,ramseja01,22.0,TOR,SG,7,1.0,121.0,18,41,0.439,6.0,22.0,0.273,12.0,19.0,0.632,0.512,5,6,0.833,4.0,18.0,22.0,8,7.0,0.0,7.0,10.0,47,0.0
2024,NBA,Julius Randle,randlju01,29.0,NYK,PF,46,46.0,1630.0,395,836,0.472,76.0,244.0,0.311,319.0,592.0,0.539,0.518,236,302,0.781,99.0,324.0,423.0,229,25.0,12.0,159.0,125.0,1102,1.0
2024,NBA,Duop Reath,reathdu01,27.0,POR,C,68,20.0,1214.0,230,499,0.461,88.0,245.0,0.359,142.0,254.0,0.559,0.549,69,93,0.742,93.0,157.0,250.0,67,33.0,38.0,52.0,161.0,617,0.0
2024,NBA,Austin Reaves,reaveau01,25.0,LAL,SG,82,57.0,2629.0,457,940,0.486,154.0,420.0,0.367,303.0,520.0,0.583,0.568,232,272,0.853,57.0,295.0,352.0,450,66.0,25.0,174.0,153.0,1300,1.0
2024,NBA,Cam Reddish,reddica01,24.0,LAL,SF,48,26.0,984.0,91,234,0.389,37.0,110.0,0.336,54.0,124.0,0.435,0.468,41,54,0.759,27.0,72.0,99.0,48,47.0,14.0,31.0,64.0,260,0.0
2024,NBA,Paul Reed,reedpa01,24.0,PHI,C,82,24.0,1590.0,259,480,0.54,21.0,57.0,0.368,238.0,423.0,0.563,0.561,61,85,0.718,193.0,295.0,488.0,109,67.0,84.0,67.0,198.0,600,0.0
2024,NBA,Naz Reid,reidna01,24.0,MIN,PF,81,14.0,1964.0,406,851,0.477,169.0,408.0,0.414,237.0,443.0,0.535,0.576,109,148,0.736,73.0,350.0,423.0,106,63.0,73.0,111.0,172.0,1090,0.0
2024,NBA,Jared Rhoden,rhodeja01,24.0,DET,SG,17,0.0,245.0,33,66,0.5,12.0,31.0,0.387,21.0,35.0,0.6,0.591,5,8,0.625,3.0,30.0,33.0,14,3.0,13.0,7.0,28.0,83,0.0
2024,NBA,Josh Richardson,richajo01,30.0,MIA,SG,43,6.0,1103.0,154,347,0.444,66.0,190.0,0.347,88.0,157.0,0.561,0.539,51,54,0.944,18.0,103.0,121.0,105,24.0,14.0,36.0,76.0,425,0.0
2024,NBA,Nick Richards,richani01,26.0,CHO,C,67,51.0,1759.0,260,376,0.691,0.0,1.0,0.0,260.0,375.0,0.693,0.691,132,179,0.737,172.0,367.0,539.0,54,26.0,74.0,73.0,176.0,652,0.0
2024,NBA,Duncan Robinson,robindu01,29.0,MIA,SF,68,36.0,1905.0,304,675,0.45,187.0,473.0,0.395,117.0,202.0,0.579,0.589,80,90,0.889,15.0,158.0,173.0,192,46.0,16.0,95.0,163.0,875,0.0
2024,NBA,Jerome Robinson,robinje01,26.0,GSW,SG,22,0.0,81.0,11,33,0.333,2.0,17.0,0.118,9.0,16.0,0.563,0.364,7,11,0.636,1.0,5.0,6.0,5,1.0,3.0,2.0,5.0,31,0.0
2024,NBA,Jeremiah Robinson-Earl,robinje02,23.0,NOP,PF,39,1.0,334.0,45,95,0.474,13.0,39.0,0.333,32.0,56.0,0.571,0.542,12,16,0.75,23.0,53.0,76.0,21,10.0,4.0,16.0,24.0,115,0.0
2024,NBA,Mitchell Robinson,robinmi01,25.0,NYK,C,31,21.0,768.0,73,127,0.575,0.0,0.0,,73.0,127.0,0.575,0.575,27,66,0.409,142.0,121.0,263.0,18,37.0,35.0,25.0,55.0,173,0.0
2024,NBA,Orlando Robinson,robinor01,23.0,MIA,C,36,7.0,304.0,36,72,0.5,8.0,15.0,0.533,28.0,57.0,0.491,0.556,19,25,0.76,28.0,56.0,84.0,34,7.0,8.0,18.0,35.0,99,0.0
2024,NBA,David Roddy,roddyda01,22.0,2TM,PF,65,13.0,1177.0,165,409,0.403,48.0,164.0,0.293,117.0,245.0,0.478,0.462,47,68,0.691,53.0,158.0,211.0,80,27.0,11.0,57.0,72.0,425,0.0
2024,NBA,David Roddy,roddyda01,22.0,MEM,PF,48,13.0,1114.0,155,386,0.402,47.0,156.0,0.301,108.0,230.0,0.47,0.462,46,67,0.687,51.0,149.0,200.0,76,25.0,11.0,54.0,68.0,403,0.0
2024,NBA,David Roddy,roddyda01,22.0,PHO,PF,17,0.0,63.0,10,23,0.435,1.0,8.0,0.125,9.0,15.0,0.6,0.457,1,1,1.0,2.0,9.0,11.0,4,2.0,0.0,3.0,4.0,22,0.0
2024,NBA,Ryan Rollins,rolliry01,21.0,2TM,PG,13,0.0,78.0,14,27,0.519,3.0,4.0,0.75,11.0,23.0,0.478,0.574,13,17,0.765,2.0,11.0,13.0,14,10.0,3.0,8.0,8.0,44,0.0
2024,NBA,Ryan Rollins,rolliry01,21.0,WAS,PG,10,0.0,66.0,13,25,0.52,2.0,3.0,0.667,11.0,22.0,0.5,0.56,13,17,0.765,2.0,9.0,11.0,11,8.0,3.0,7.0,7.0,41,0.0
2024,NBA,Ryan Rollins,rolliry01,21.0,MIL,PG,3,0.0,12.0,1,2,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0,0,,0.0,2.0,2.0,3,2.0,0.0,1.0,1.0,3,0.0
2024,NBA,Derrick Rose,rosede01,35.0,MEM,PG,24,7.0,399.0,76,165,0.461,15.0,41.0,0.366,61.0,124.0,0.492,0.506,24,27,0.889,7.0,38.0,45.0,78,8.0,2.0,31.0,21.0,191,0.0
2024,NBA,Terry Rozier,roziete01,29.0,2TM,SG,61,60.0,2040.0,442,998,0.443,149.0,410.0,0.363,293.0,588.0,0.498,0.518,172,198,0.869,35.0,212.0,247.0,342,63.0,21.0,106.0,101.0,1205,0.0
2024,NBA,Terry Rozier,roziete01,29.0,CHO,SG,30,30.0,1065.0,252,549,0.459,83.0,232.0,0.358,169.0,317.0,0.533,0.535,109,129,0.845,17.0,100.0,117.0,198,32.0,12.0,65.0,52.0,696,0.0
2024,NBA,Terry Rozier,roziete01,29.0,MIA,PG,31,30.0,975.0,190,449,0.423,66.0,178.0,0.371,124.0,271.0,0.458,0.497,63,69,0.913,18.0,112.0,130.0,144,31.0,9.0,41.0,49.0,509,0.0
2024,NBA,Rayan Rupert,ruperra01,19.0,POR,SG,39,12.0,633.0,54,161,0.335,28.0,78.0,0.359,26.0,83.0,0.313,0.422,19,25,0.76,24.0,68.0,92.0,62,12.0,3.0,31.0,56.0,155,0.0
2024,NBA,D'Angelo Russell,russeda01,27.0,LAL,PG,76,69.0,2484.0,492,1080,0.456,226.0,545.0,0.415,266.0,535.0,0.497,0.56,159,192,0.828,28.0,208.0,236.0,482,69.0,36.0,156.0,156.0,1369,0.0
2024,NBA,Matt Ryan,ryanma01,26.0,NOP,SF,28,1.0,390.0,49,113,0.434,41.0,91.0,0.451,8.0,22.0,0.364,0.615,13,14,0.929,6.0,34.0,40.0,18,6.0,1.0,19.0,32.0,152,0.0
2024,NBA,Domantas Sabonis,sabondo01,27.0,SAC,C,82,82.0,2928.0,634,1068,0.594,33.0,87.0,0.379,601.0,981.0,0.613,0.609,292,415,0.704,294.0,826.0,1120.0,673,74.0,48.0,272.0,250.0,1593,26.0
2024,NBA,Luka Šamanić,samanlu01,24.0,UTA,PF,43,7.0,404.0,60,158,0.38,13.0,64.0,0.203,47.0,94.0,0.5,0.421,44,56,0.786,22.0,80.0,102.0,19,5.0,7.0,28.0,32.0,177,0.0
2024,NBA,Jermaine Samuels,samueje01,25.0,HOU,SF,14,0.0,60.0,9,14,0.643,0.0,2.0,0.0,9.0,12.0,0.75,0.643,2,2,1.0,3.0,10.0,13.0,3,1.0,2.0,0.0,5.0,20,0.0
2024,NBA,Adama Sanogo,sanogad01,21.0,CHI,PF,9,0.0,66.0,14,27,0.519,0.0,0.0,,14.0,27.0,0.519,0.519,8,12,0.667,19.0,17.0,36.0,0,1.0,0.0,5.0,5.0,36,0.0
2024,NBA,Gui Santos,santogu01,21.0,GSW,PF,23,0.0,192.0,28,55,0.509,10.0,27.0,0.37,18.0,28.0,0.643,0.6,16,17,0.941,17.0,32.0,49.0,14,4.0,2.0,7.0,23.0,82,0.0
2024,NBA,Dario Šarić,saricda01,29.0,GSW,C,64,9.0,1098.0,181,388,0.466,74.0,197.0,0.376,107.0,191.0,0.56,0.562,79,93,0.849,73.0,210.0,283.0,144,31.0,10.0,78.0,112.0,515,0.0
2024,NBA,Olivier Sarr,sarrol01,24.0,OKC,C,15,0.0,98.0,11,19,0.579,2.0,6.0,0.333,9.0,13.0,0.692,0.632,10,15,0.667,10.0,26.0,36.0,2,0.0,7.0,3.0,18.0,34,0.0
2024,NBA,Marcus Sasser,sassema01,23.0,DET,PG,71,11.0,1351.0,219,512,0.428,90.0,240.0,0.375,129.0,272.0,0.474,0.516,58,66,0.879,11.0,114.0,125.0,236,44.0,12.0,90.0,103.0,586,0.0
2024,NBA,Admiral Schofield,schofad01,26.0,ORL,PF,23,0.0,84.0,10,26,0.385,6.0,16.0,0.375,4.0,10.0,0.4,0.5,0,2,0.0,3.0,14.0,17.0,7,1.0,0.0,5.0,9.0,26,0.0
2024,NBA,Dennis Schröder,schrode01,30.0,2TM,PG,80,58.0,2486.0,403,927,0.435,138.0,368.0,0.375,265.0,559.0,0.474,0.509,178,213,0.836,39.0,203.0,242.0,488,63.0,17.0,153.0,164.0,1122,0.0
2024,NBA,Dennis Schröder,schrode01,30.0,TOR,PG,51,33.0,1559.0,247,559,0.442,77.0,220.0,0.35,170.0,339.0,0.501,0.511,127,149,0.852,22.0,118.0,140.0,313,46.0,8.0,83.0,105.0,698,0.0
2024,NBA,Dennis Schröder,schrode01,30.0,BRK,PG,29,25.0,927.0,156,368,0.424,61.0,148.0,0.412,95.0,220.0,0.432,0.507,51,64,0.797,17.0,85.0,102.0,175,17.0,9.0,70.0,59.0,424,0.0
2024,NBA,Dereon Seabron,seabrde01,23.0,NOP,SG,6,0.0,55.0,4,13,0.308,1.0,2.0,0.5,3.0,11.0,0.273,0.346,5,6,0.833,1.0,6.0,7.0,5,2.0,1.0,0.0,4.0,14,0.0
2024,NBA,Alperen Şengün,sengual01,21.0,HOU,C,63,63.0,2046.0,527,982,0.537,33.0,111.0,0.297,494.0,871.0,0.567,0.553,244,352,0.693,183.0,406.0,589.0,312,76.0,46.0,162.0,211.0,1331,2.0
2024,NBA,Brice Sensabaugh,sensabr01,20.0,UTA,SF,32,11.0,584.0,85,218,0.39,34.0,115.0,0.296,51.0,103.0,0.495,0.468,37,41,0.902,16.0,86.0,102.0,55,13.0,6.0,47.0,43.0,241,0.0
2024,NBA,Collin Sexton,sextoco01,25.0,UTA,SG,78,51.0,2075.0,506,1038,0.487,128.0,325.0,0.394,378.0,713.0,0.53,0.549,318,370,0.859,71.0,134.0,205.0,383,62.0,18.0,165.0,154.0,1458,0.0
2024,NBA,Landry Shamet,shamela01,26.0,WAS,SG,46,5.0,726.0,118,274,0.431,53.0,157.0,0.338,65.0,117.0,0.556,0.527,38,46,0.826,16.0,46.0,62.0,54,25.0,10.0,30.0,76.0,327,0.0
2024,NBA,Day'Ron Sharpe,sharpda01,22.0,BRK,C,61,1.0,921.0,168,294,0.571,4.0,15.0,0.267,164.0,279.0,0.588,0.578,75,123,0.61,161.0,228.0,389.0,85,24.0,44.0,70.0,131.0,415,0.0
2024,NBA,Shaedon Sharpe,sharpsh01,20.0,POR,SG,32,25.0,1059.0,176,434,0.406,60.0,180.0,0.333,116.0,254.0,0.457,0.475,98,119,0.824,42.0,118.0,160.0,94,28.0,12.0,72.0,88.0,510,0.0
2024,NBA,Ben Sheppard,sheppbe01,22.0,IND,SG,57,1.0,814.0,90,229,0.393,49.0,156.0,0.314,41.0,73.0,0.562,0.5,23,26,0.885,15.0,74.0,89.0,53,33.0,2.0,15.0,88.0,252,0.0
2024,NBA,Pascal Siakam,siakapa01,29.0,2TM,PF,80,80.0,2657.0,681,1271,0.536,85.0,246.0,0.346,596.0,1025.0,0.581,0.569,290,396,0.732,139.0,426.0,565.0,342,63.0,25.0,141.0,193.0,1737,1.0
2024,NBA,Pascal Siakam,siakapa01,29.0,TOR,PF,39,39.0,1354.0,325,623,0.522,46.0,145.0,0.317,279.0,478.0,0.584,0.559,169,223,0.758,54.0,192.0,246.0,190,32.0,10.0,83.0,87.0,865,0.0
2024,NBA,Pascal Siakam,siakapa01,29.0,IND,PF,41,41.0,1303.0,356,648,0.549,39.0,101.0,0.386,317.0,547.0,0.58,0.579,121,173,0.699,85.0,234.0,319.0,152,31.0,15.0,58.0,106.0,872,1.0
2024,NBA,Ben Simmons,simmobe01,27.0,BRK,PG,15,12.0,359.0,43,74,0.581,0.0,0.0,,43.0,74.0,0.581,0.581,6,15,0.4,31.0,88.0,119.0,86,12.0,9.0,27.0,36.0,92,0.0
2024,NBA,Kobi Simmons,simmoko01,26.0,TOR,PG,4,0.0,67.0,9,21,0.429,2.0,8.0,0.25,7.0,13.0,0.538,0.476,0,0,,1.0,6.0,7.0,12,6.0,2.0,1.0,5.0,20,0.0
2024,NBA,Anfernee Simons,simonan01,24.0,POR,SG,46,46.0,1582.0,360,837,0.43,156.0,405.0,0.385,204.0,432.0,0.472,0.523,163,178,0.916,22.0,145.0,167.0,255,23.0,5.0,126.0,98.0,1039,0.0
2024,NBA,Zavier Simpson,simpsza01,26.0,MEM,PG,7,0.0,161.0,17,54,0.315,5.0,17.0,0.294,12.0,37.0,0.324,0.361,3,4,0.75,4.0,16.0,20.0,25,7.0,3.0,10.0,11.0,42,0.0
2024,NBA,Jericho Sims,simsje01,25.0,NYK,C,45,11.0,585.0,38,55,0.691,0.0,0.0,,38.0,55.0,0.691,0.691,16,24,0.667,56.0,91.0,147.0,25,8.0,19.0,16.0,45.0,92,0.0
2024,NBA,Dmytro Skapintsev,skapidm01,25.0,NYK,C,2,0.0,2.0,0,1,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2024,NBA,Jalen Slawson,slawsja01,24.0,SAC,SF,12,0.0,37.0,4,6,0.667,0.0,2.0,0.0,4.0,4.0,1.0,0.667,0,0,,1.0,6.0,7.0,2,1.0,1.0,2.0,8.0,8,0.0
2024,NBA,Javonte Smart,smartja01,24.0,PHI,PG,1,0.0,1.0,0,0,,0.0,0.0,,0.0,0.0,,,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2024,NBA,Marcus Smart,smartma01,29.0,MEM,PG,20,20.0,605.0,102,237,0.43,42.0,134.0,0.313,60.0,103.0,0.583,0.519,43,56,0.768,6.0,47.0,53.0,86,41.0,5.0,62.0,53.0,289,0.0
2024,NBA,Dennis Smith Jr.,smithde03,26.0,BRK,PG,56,2.0,1059.0,147,338,0.435,32.0,109.0,0.294,115.0,229.0,0.502,0.482,43,58,0.741,50.0,114.0,164.0,203,68.0,12.0,68.0,121.0,369,0.0
2024,NBA,Dru Smith,smithdr01,26.0,MIA,SG,9,0.0,131.0,15,33,0.455,7.0,17.0,0.412,8.0,16.0,0.5,0.561,2,2,1.0,6.0,8.0,14.0,14,9.0,3.0,5.0,12.0,39,0.0
2024,NBA,Ish Smith,smithis01,35.0,CHO,PG,43,5.0,741.0,66,158,0.418,4.0,8.0,0.5,62.0,150.0,0.413,0.43,3,4,0.75,11.0,65.0,76.0,145,17.0,4.0,47.0,49.0,139,0.0
2024,NBA,Jalen Smith,smithja04,23.0,IND,C,61,14.0,1047.0,234,395,0.592,61.0,144.0,0.424,173.0,251.0,0.689,0.67,72,104,0.692,112.0,225.0,337.0,63,17.0,38.0,44.0,124.0,601,0.0
2024,NBA,Jabari Smith Jr.,smithja05,20.0,HOU,PF,76,76.0,2424.0,378,833,0.454,138.0,380.0,0.363,240.0,453.0,0.53,0.537,150,185,0.811,139.0,477.0,616.0,121,52.0,61.0,89.0,200.0,1044,0.0
2024,NBA,Nick Smith Jr.,smithni01,19.0,CHO,SG,51,0.0,729.0,113,289,0.391,63.0,146.0,0.432,50.0,143.0,0.35,0.5,13,15,0.867,18.0,54.0,72.0,59,10.0,7.0,39.0,55.0,302,0.0
2024,NBA,Terquavion Smith,smithte01,21.0,PHI,PG,16,0.0,84.0,18,46,0.391,13.0,35.0,0.371,5.0,11.0,0.455,0.533,3,5,0.6,0.0,4.0,4.0,12,8.0,0.0,7.0,8.0,52,0.0
2024,NBA,Jeremy Sochan,sochaje01,20.0,SAS,PF,74,73.0,2193.0,340,776,0.438,70.0,227.0,0.308,270.0,549.0,0.492,0.483,111,144,0.771,137.0,339.0,476.0,249,62.0,40.0,140.0,168.0,861,0.0
2024,NBA,Pat Spencer,spencpa01,27.0,GSW,PG,6,0.0,26.0,2,4,0.5,0.0,2.0,0.0,2.0,2.0,1.0,0.5,0,0,,2.0,2.0,4.0,5,0.0,0.0,1.0,1.0,4,0.0
2024,NBA,Jaden Springer,sprinja01,21.0,2TM,SG,49,2.0,507.0,59,148,0.399,10.0,48.0,0.208,49.0,100.0,0.49,0.432,35,42,0.833,33.0,45.0,78.0,44,36.0,15.0,34.0,66.0,163,0.0
2024,NBA,Jaden Springer,sprinja01,21.0,PHI,SG,32,1.0,377.0,46,118,0.39,8.0,37.0,0.216,38.0,81.0,0.469,0.424,28,34,0.824,25.0,33.0,58.0,35,25.0,11.0,26.0,49.0,128,0.0
2024,NBA,Jaden Springer,sprinja01,21.0,BOS,SG,17,1.0,130.0,13,30,0.433,2.0,11.0,0.182,11.0,19.0,0.579,0.467,7,8,0.875,8.0,12.0,20.0,9,11.0,4.0,8.0,17.0,35,0.0
2024,NBA,Lamar Stevens,stevela01,26.0,2TM,PF,38,3.0,559.0,108,240,0.45,14.0,46.0,0.304,94.0,194.0,0.485,0.479,42,54,0.778,36.0,91.0,127.0,28,23.0,22.0,24.0,45.0,272,0.0
2024,NBA,Lamar Stevens,stevela01,26.0,BOS,PF,19,1.0,122.0,21,45,0.467,3.0,8.0,0.375,18.0,37.0,0.486,0.5,8,11,0.727,12.0,19.0,31.0,8,6.0,5.0,9.0,14.0,53,0.0
2024,NBA,Lamar Stevens,stevela01,26.0,MEM,PF,19,2.0,437.0,87,195,0.446,11.0,38.0,0.289,76.0,157.0,0.484,0.474,34,43,0.791,24.0,72.0,96.0,20,17.0,17.0,15.0,31.0,219,0.0
2024,NBA,Isaiah Stewart,stewais01,22.0,DET,PF,46,45.0,1423.0,186,382,0.487,67.0,175.0,0.383,119.0,207.0,0.575,0.575,64,85,0.753,74.0,231.0,305.0,73,17.0,38.0,66.0,99.0,503,0.0
2024,NBA,Julian Strawther,strawju01,21.0,DEN,SF,50,0.0,545.0,82,222,0.369,41.0,138.0,0.297,41.0,84.0,0.488,0.462,22,31,0.71,5.0,56.0,61.0,47,17.0,7.0,23.0,54.0,227,0.0
2024,NBA,Max Strus,strusma01,27.0,CLE,SF,70,70.0,2239.0,304,728,0.418,168.0,479.0,0.351,136.0,249.0,0.546,0.533,77,97,0.794,66.0,272.0,338.0,283,64.0,29.0,112.0,170.0,853,1.0
2024,NBA,Jalen Suggs,suggsja01,22.0,ORL,SG,75,75.0,2025.0,336,714,0.471,153.0,385.0,0.397,183.0,329.0,0.556,0.578,118,156,0.756,48.0,181.0,229.0,205,106.0,47.0,132.0,205.0,943,0.0
2024,NBA,Cole Swider,swideco01,24.0,MIA,SF,18,0.0,87.0,15,38,0.395,10.0,30.0,0.333,5.0,8.0,0.625,0.526,2,2,1.0,1.0,6.0,7.0,5,1.0,1.0,8.0,4.0,42,0.0
2024,NBA,Jae'Sean Tate,tateja01,28.0,HOU,SF,65,9.0,1031.0,108,229,0.472,23.0,77.0,0.299,85.0,152.0,0.559,0.522,26,39,0.667,61.0,136.0,197.0,64,42.0,15.0,37.0,137.0,265,0.0
2024,NBA,Jayson Tatum,tatumja01,25.0,BOS,PF,74,74.0,2645.0,672,1426,0.471,229.0,609.0,0.376,443.0,817.0,0.542,0.552,414,497,0.833,67.0,534.0,601.0,364,75.0,43.0,188.0,145.0,1987,0.0
2024,NBA,Terry Taylor,taylote01,24.0,CHI,PF,31,0.0,188.0,20,39,0.513,2.0,9.0,0.222,18.0,30.0,0.6,0.538,4,5,0.8,17.0,20.0,37.0,10,5.0,2.0,7.0,17.0,46,0.0
2024,NBA,Garrett Temple,templga01,37.0,TOR,SG,27,2.0,289.0,29,78,0.372,12.0,40.0,0.3,17.0,38.0,0.447,0.449,18,22,0.818,18.0,27.0,45.0,28,12.0,3.0,14.0,28.0,88,0.0
2024,NBA,Dalen Terry,terryda01,21.0,CHI,SG,59,2.0,681.0,69,157,0.439,17.0,74.0,0.23,52.0,83.0,0.627,0.494,25,43,0.581,29.0,84.0,113.0,81,27.0,18.0,32.0,81.0,180,0.0
2024,NBA,Daniel Theis,theisda01,31.0,2TM,C,60,3.0,1015.0,156,293,0.532,26.0,71.0,0.366,130.0,222.0,0.586,0.577,38,50,0.76,85.0,159.0,244.0,61,21.0,51.0,42.0,127.0,376,0.0
2024,NBA,Daniel Theis,theisda01,31.0,IND,C,1,0.0,8.0,1,4,0.25,0.0,1.0,0.0,1.0,3.0,0.333,0.25,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2,0.0
2024,NBA,Daniel Theis,theisda01,31.0,LAC,C,59,3.0,1007.0,155,289,0.536,26.0,70.0,0.371,129.0,219.0,0.589,0.581,38,50,0.76,85.0,159.0,244.0,61,21.0,51.0,42.0,126.0,374,0.0
2024,NBA,Cam Thomas,thomaca02,22.0,BRK,SG,66,51.0,2075.0,526,1190,0.442,144.0,396.0,0.364,382.0,794.0,0.481,0.503,286,334,0.856,28.0,186.0,214.0,192,45.0,16.0,124.0,138.0,1482,0.0
2024,NBA,Isaiah Thomas,thomais02,34.0,PHO,PG,6,0.0,19.0,3,10,0.3,2.0,4.0,0.5,1.0,6.0,0.167,0.4,0,0,,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,8,0.0
2024,NBA,Amen Thompson,thompam01,21.0,HOU,SF,62,23.0,1388.0,239,446,0.536,8.0,58.0,0.138,231.0,388.0,0.595,0.545,106,155,0.684,148.0,261.0,409.0,163,78.0,38.0,90.0,141.0,592,1.0
2024,NBA,Ausar Thompson,thompau01,21.0,DET,SF,63,38.0,1583.0,232,480,0.483,21.0,113.0,0.186,211.0,367.0,0.575,0.505,71,119,0.597,129.0,273.0,402.0,120,68.0,59.0,84.0,175.0,556,0.0
2024,NBA,Klay Thompson,thompkl01,33.0,GSW,SF,77,63.0,2284.0,490,1133,0.432,268.0,692.0,0.387,222.0,441.0,0.503,0.551,127,137,0.927,35.0,219.0,254.0,176,50.0,35.0,117.0,127.0,1375,0.0
2024,NBA,Tristan Thompson,thomptr01,32.0,CLE,C,49,0.0,549.0,73,120,0.608,0.0,1.0,0.0,73.0,119.0,0.613,0.608,15,52,0.288,73.0,101.0,174.0,51,12.0,14.0,29.0,59.0,161,0.0
2024,NBA,JT Thor,thorjt01,21.0,CHO,PF,63,3.0,781.0,80,183,0.437,28.0,81.0,0.346,52.0,102.0,0.51,0.514,11,20,0.55,43.0,103.0,146.0,29,11.0,27.0,15.0,60.0,199,0.0
