season,lg,player,player_id,age,team,pos,g,gs,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
2024,NBA,Derrick Rose,rosede01,35,MEM,PG,24,7,399,0.461,11.6,0.752,0.279,0.267,0.127,0.079,0.248,0.492,0.652,0.318,0.333,0.769,0.366,0.426,0.867,0.0,0,0.341,0.5,0,0
2024,NBA,Terry Rozier,roziete01,29,2TM,SG,61,60,2040,0.443,15.2,0.589,0.16,0.224,0.112,0.092,0.411,0.498,0.563,0.509,0.411,0.467,0.363,0.29,0.651,0.002,2,0.28,0.383,2,0
2024,NBA,Terry Rozier,roziete01,29,CHO,SG,30,30,1065,0.459,15.2,0.577,0.186,0.208,0.102,0.082,0.423,0.533,0.598,0.544,0.446,0.467,0.358,0.325,0.639,0.002,1,0.254,0.305,2,0
2024,NBA,Terry Rozier,roziete01,29,MIA,PG,31,30,975,0.423,15.1,0.604,0.129,0.245,0.125,0.105,0.396,0.458,0.5,0.473,0.375,0.468,0.371,0.242,0.667,0.002,1,0.315,0.464,0,0
2024,NBA,Rayan Rupert,ruperra01,19,POR,SG,39,12,633,0.335,15.2,0.516,0.143,0.273,0.093,0.006,0.484,0.313,0.478,0.295,0.133,0.0,0.359,0.538,0.857,0.012,2,0.346,0.37,0,0
2024,NBA,D'Angelo Russell,russeda01,27,LAL,PG,76,69,2484,0.456,17.4,0.495,0.109,0.205,0.115,0.067,0.505,0.497,0.788,0.403,0.46,0.375,0.415,0.383,0.735,0.001,1,0.127,0.406,5,0
2024,NBA,Matt Ryan,ryanma01,26,NOP,SF,28,1,390,0.434,22.6,0.195,0.027,0.035,0.08,0.053,0.805,0.364,0.667,0.5,0.222,0.333,0.451,1.0,0.927,0.0,0,0.319,0.552,0,0
2024,NBA,Domantas Sabonis,sabondo01,27,SAC,C,82,82,2928,0.594,6.2,0.919,0.455,0.361,0.07,0.032,0.081,0.613,0.722,0.516,0.467,0.471,0.379,0.607,0.909,0.113,111,0.057,0.2,0,0
2024,NBA,Luka Šamanić,samanlu01,24,UTA,PF,43,7,404,0.38,12.5,0.595,0.215,0.373,0.006,0.0,0.405,0.5,0.735,0.356,1.0,,0.203,0.681,1.0,0.063,9,0.359,0.261,0,0
2024,NBA,Jermaine Samuels,samueje01,25,HOU,SF,14,0,60,0.643,5.6,0.857,0.5,0.357,0.0,0.0,0.143,0.75,0.857,0.6,,,0.0,0.556,,0.071,1,1.0,0.0,0,0
2024,NBA,Adama Sanogo,sanogad01,21,CHI,PF,9,0,66,0.519,3.1,1.0,0.556,0.407,0.037,0.0,0.0,0.519,0.667,0.273,1.0,,,0.5,,0.0,0,,,0,0
2024,NBA,Gui Santos,santogu01,21,GSW,PF,23,0,192,0.509,13.9,0.509,0.345,0.164,0.0,0.0,0.491,0.643,0.737,0.444,,,0.37,0.667,0.9,0.036,2,0.296,0.5,0,0
2024,NBA,Dario Šarić,saricda01,29,GSW,C,64,9,1098,0.466,16.1,0.492,0.152,0.263,0.041,0.036,0.508,0.56,0.797,0.48,0.375,0.357,0.376,0.654,1.0,0.003,1,0.117,0.261,0,0
2024,NBA,Olivier Sarr,sarrol01,24,OKC,C,15,0,98,0.579,8.9,0.684,0.579,0.105,0.0,0.0,0.316,0.692,0.818,0.0,,,0.333,0.889,1.0,0.263,5,0.5,0.667,0,0
2024,NBA,Marcus Sasser,sassema01,23,DET,PG,71,11,1351,0.428,17.7,0.531,0.088,0.164,0.166,0.113,0.469,0.474,0.644,0.452,0.482,0.362,0.375,0.318,0.644,0.002,1,0.154,0.432,0,0
2024,NBA,Admiral Schofield,schofad01,26,ORL,PF,23,0,84,0.385,18.2,0.385,0.192,0.115,0.0,0.077,0.615,0.4,0.6,0.0,,0.5,0.375,0.5,1.0,0.154,2,0.25,0.5,0,0
2024,NBA,Dennis Schröder,schrode01,30,2TM,PG,80,58,2486,0.435,15.2,0.603,0.193,0.173,0.148,0.09,0.397,0.474,0.609,0.375,0.445,0.422,0.375,0.332,0.812,0.0,0,0.168,0.387,5,0
2024,NBA,Dennis Schröder,schrode01,30,TOR,PG,51,33,1559,0.442,15.3,0.606,0.19,0.163,0.157,0.097,0.394,0.501,0.613,0.407,0.466,0.5,0.35,0.394,0.922,0.0,0,0.209,0.348,4,0
2024,NBA,Dennis Schröder,schrode01,30,BRK,PG,29,25,927,0.424,15.1,0.598,0.198,0.188,0.133,0.079,0.402,0.432,0.603,0.333,0.408,0.276,0.412,0.221,0.672,0.0,0,0.108,0.5,1,0
2024,NBA,Dereon Seabron,seabrde01,23,NOP,SG,6,0,55,0.308,7.9,0.846,0.385,0.231,0.231,0.0,0.154,0.273,0.4,0.0,0.333,,0.5,0.0,1.0,0.0,0,0.5,0.0,0,0
2024,NBA,Alperen Şengün,sengual01,21,HOU,C,63,63,2046,0.537,7.9,0.887,0.338,0.394,0.115,0.04,0.113,0.567,0.69,0.496,0.513,0.385,0.297,0.626,1.0,0.075,64,0.018,0.0,2,0
2024,NBA,Brice Sensabaugh,sensabr01,20,UTA,SF,32,11,584,0.39,17.3,0.472,0.041,0.248,0.138,0.046,0.528,0.495,0.667,0.463,0.567,0.3,0.296,0.51,0.794,0.009,2,0.296,0.353,0,0
2024,NBA,Collin Sexton,sextoco01,25,UTA,SG,78,51,2075,0.487,12.3,0.687,0.203,0.346,0.098,0.039,0.313,0.53,0.744,0.451,0.402,0.439,0.394,0.418,0.805,0.027,23,0.212,0.435,2,0
2024,NBA,Landry Shamet,shamela01,26,WAS,SG,46,5,726,0.431,17.8,0.427,0.153,0.135,0.073,0.066,0.573,0.556,0.69,0.405,0.55,0.556,0.338,0.738,0.925,0.044,8,0.274,0.419,0,0
2024,NBA,Day'Ron Sharpe,sharpda01,22,BRK,C,61,1,921,0.571,3.7,0.949,0.643,0.289,0.014,0.003,0.051,0.588,0.688,0.4,0.0,0.0,0.267,0.616,1.0,0.167,44,0.267,0.25,0,0
2024,NBA,Shaedon Sharpe,sharpsh01,20,POR,SG,32,25,1059,0.406,14.9,0.585,0.235,0.168,0.099,0.083,0.415,0.457,0.569,0.37,0.372,0.417,0.333,0.466,0.717,0.071,26,0.156,0.393,3,0
2024,NBA,Ben Sheppard,sheppbe01,22,IND,SG,57,1,814,0.393,18.1,0.319,0.162,0.114,0.035,0.009,0.681,0.562,0.676,0.385,0.5,1.0,0.314,0.659,0.98,0.026,5,0.506,0.38,0,0
2024,NBA,Pascal Siakam,siakapa01,29,2TM,PF,80,80,2657,0.536,9.9,0.806,0.304,0.312,0.129,0.061,0.194,0.581,0.739,0.515,0.445,0.423,0.346,0.507,0.976,0.033,40,0.297,0.466,0,0
2024,NBA,Pascal Siakam,siakapa01,29,TOR,PF,39,39,1354,0.522,10.7,0.767,0.284,0.307,0.125,0.051,0.233,0.584,0.768,0.503,0.474,0.313,0.317,0.53,0.978,0.037,22,0.276,0.475,0,0
2024,NBA,Pascal Siakam,siakapa01,29,IND,PF,41,41,1303,0.549,9.1,0.844,0.324,0.316,0.133,0.071,0.156,0.58,0.714,0.527,0.419,0.5,0.386,0.486,0.974,0.029,18,0.327,0.455,0,0
2024,NBA,Ben Simmons,simmobe01,27,BRK,PG,15,12,359,0.581,3.2,1.0,0.649,0.297,0.054,0.0,0.0,0.581,0.75,0.273,0.25,,,0.581,,0.149,11,,,0,0
2024,NBA,Kobi Simmons,simmoko01,26,TOR,PG,4,0,67,0.429,13.1,0.619,0.286,0.19,0.095,0.048,0.381,0.538,0.5,0.5,1.0,0.0,0.25,0.429,1.0,0.048,1,0.5,0.0,0,0
2024,NBA,Anfernee Simons,simonan01,24,POR,SG,46,46,1582,0.43,17.1,0.516,0.14,0.183,0.105,0.088,0.484,0.472,0.658,0.392,0.477,0.338,0.385,0.162,0.622,0.018,14,0.077,0.29,0,0
2024,NBA,Zavier Simpson,simpsza01,26,MEM,PG,7,0,161,0.315,13.4,0.685,0.167,0.333,0.093,0.093,0.315,0.324,0.667,0.222,0.0,0.4,0.294,0.25,0.8,0.019,0,0.118,0.0,0,0
2024,NBA,Jericho Sims,simsje01,25,NYK,C,45,11,585,0.691,2.1,1.0,0.8,0.182,0.018,0.0,0.0,0.691,0.795,0.3,0.0,,,0.632,,0.582,26,,,0,0
2024,NBA,Dmytro Skapintsev,skapidm01,25,NYK,C,2,0,2,0.0,4.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0,,,0,0
2024,NBA,Jalen Slawson,slawsja01,24,SAC,SF,12,0,37,0.667,11.1,0.667,0.5,0.0,0.167,0.0,0.333,1.0,1.0,,1.0,,0.0,0.75,,0.167,1,0.0,,0,0
2024,NBA,Javonte Smart,smartja01,24,PHI,PG,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0
2024,NBA,Marcus Smart,smartma01,29,MEM,PG,20,20,605,0.43,18.1,0.435,0.105,0.177,0.118,0.034,0.565,0.583,0.68,0.548,0.571,0.5,0.313,0.25,0.905,0.0,0,0.209,0.357,2,0
2024,NBA,Dennis Smith Jr.,smithde03,26,BRK,PG,56,2,1059,0.435,11.5,0.678,0.37,0.198,0.044,0.065,0.322,0.502,0.672,0.299,0.267,0.318,0.294,0.426,0.875,0.083,25,0.349,0.342,1,0
2024,NBA,Dru Smith,smithdr01,26,MIA,SG,9,0,131,0.455,15.4,0.485,0.273,0.121,0.061,0.03,0.515,0.5,0.667,0.5,0.0,0.0,0.412,0.5,0.857,0.0,0,0.235,0.75,0,0
2024,NBA,Ish Smith,smithis01,35,CHO,PG,43,5,741,0.418,10.3,0.949,0.222,0.278,0.31,0.139,0.051,0.413,0.457,0.477,0.306,0.455,0.5,0.387,0.75,0.0,0,0.125,1.0,1,0
2024,NBA,Jalen Smith,smithja04,23,IND,C,61,14,1047,0.592,11.7,0.635,0.41,0.177,0.015,0.033,0.365,0.689,0.765,0.557,0.833,0.385,0.424,0.671,1.0,0.129,49,0.167,0.417,1,0
2024,NBA,Jabari Smith Jr.,smithja05,20,HOU,PF,76,76,2424,0.454,16.1,0.544,0.187,0.14,0.142,0.074,0.456,0.53,0.686,0.479,0.458,0.371,0.363,0.617,0.949,0.066,46,0.182,0.464,5,0
2024,NBA,Nick Smith Jr.,smithni01,19,CHO,SG,51,0,729,0.391,18.5,0.495,0.09,0.138,0.138,0.128,0.505,0.35,0.385,0.425,0.4,0.189,0.432,0.38,0.841,0.007,2,0.233,0.559,1,0
2024,NBA,Terquavion Smith,smithte01,21,PHI,PG,16,0,84,0.391,21.1,0.239,0.174,0.022,0.022,0.022,0.761,0.455,0.625,0.0,0.0,0.0,0.371,0.2,0.846,0.043,2,0.086,0.333,0,0
2024,NBA,Jeremy Sochan,sochaje01,20,SAS,PF,74,73,2193,0.438,11.0,0.707,0.332,0.256,0.084,0.035,0.293,0.492,0.659,0.362,0.292,0.333,0.308,0.596,0.986,0.098,68,0.317,0.319,4,0
2024,NBA,Pat Spencer,spencpa01,27,GSW,PG,6,0,26,0.5,15.6,0.5,0.25,0.25,0.0,0.0,0.5,1.0,1.0,1.0,,,0.0,0.5,,0.25,1,0.0,,0,0
2024,NBA,Jaden Springer,sprinja01,21,2TM,SG,49,2,507,0.399,12.5,0.676,0.284,0.243,0.115,0.034,0.324,0.49,0.69,0.306,0.412,0.4,0.208,0.429,0.9,0.054,8,0.438,0.238,0,0
2024,NBA,Jaden Springer,sprinja01,21,PHI,SG,32,1,377,0.39,12.0,0.686,0.314,0.22,0.11,0.042,0.314,0.469,0.649,0.269,0.385,0.4,0.216,0.474,0.875,0.059,7,0.486,0.278,0,0
2024,NBA,Jaden Springer,sprinja01,21,BOS,SG,17,1,130,0.433,13.0,0.633,0.167,0.333,0.133,0.0,0.367,0.579,1.0,0.4,0.5,,0.182,0.273,1.0,0.033,1,0.273,0.0,0,0
2024,NBA,Lamar Stevens,stevela01,26,2TM,PF,38,3,559,0.45,9.8,0.808,0.308,0.242,0.188,0.071,0.192,0.485,0.622,0.414,0.4,0.353,0.304,0.543,1.0,0.1,21,0.565,0.231,1,0
2024,NBA,Lamar Stevens,stevela01,26,BOS,PF,19,1,122,0.467,8.7,0.822,0.444,0.222,0.089,0.067,0.178,0.486,0.75,0.1,0.0,0.667,0.375,0.667,1.0,0.178,7,0.75,0.333,0,0
2024,NBA,Lamar Stevens,stevela01,26,MEM,PF,19,2,437,0.446,10.9,0.805,0.277,0.246,0.21,0.072,0.195,0.484,0.574,0.479,0.439,0.286,0.289,0.513,1.0,0.082,14,0.526,0.2,1,0
2024,NBA,Isaiah Stewart,stewais01,22,DET,PF,46,45,1423,0.487,13.5,0.542,0.301,0.212,0.018,0.01,0.458,0.575,0.635,0.519,0.429,0.25,0.383,0.723,1.0,0.071,21,0.349,0.361,0,0
2024,NBA,Julian Strawther,strawju01,21,DEN,SF,50,0,545,0.369,18.6,0.378,0.131,0.144,0.086,0.018,0.622,0.488,0.621,0.469,0.368,0.25,0.297,0.659,0.951,0.009,2,0.116,0.375,0,0
2024,NBA,Max Strus,strusma01,27,CLE,SF,70,70,2239,0.418,18.3,0.342,0.238,0.078,0.016,0.01,0.658,0.546,0.607,0.351,0.667,0.429,0.351,0.684,0.964,0.036,22,0.23,0.336,3,1
2024,NBA,Jalen Suggs,suggsja01,22,ORL,SG,75,75,2025,0.471,16.7,0.461,0.204,0.137,0.078,0.041,0.539,0.556,0.712,0.48,0.321,0.483,0.397,0.486,0.869,0.048,26,0.252,0.392,1,0
2024,NBA,Cole Swider,swideco01,24,MIA,SF,18,0,87,0.395,22.1,0.211,0.079,0.053,0.026,0.053,0.789,0.625,1.0,0.0,1.0,0.5,0.333,0.8,1.0,0.053,2,0.267,0.5,0,0
2024,NBA,Jae'Sean Tate,tateja01,28,HOU,SF,65,9,1031,0.472,10.8,0.664,0.336,0.301,0.009,0.017,0.336,0.559,0.61,0.551,0.0,0.0,0.299,0.506,1.0,0.026,4,0.545,0.333,0,0
2024,NBA,Jayson Tatum,tatumja01,25,BOS,PF,74,74,2645,0.471,15.4,0.573,0.222,0.167,0.092,0.092,0.427,0.542,0.741,0.441,0.389,0.397,0.376,0.357,0.485,0.065,86,0.059,0.361,0,0
2024,NBA,Terry Taylor,taylote01,24,CHI,PF,31,0,188,0.513,7.5,0.769,0.564,0.179,0.026,0.0,0.231,0.6,0.636,0.571,0.0,,0.222,0.667,1.0,0.051,1,0.778,0.286,0,0
2024,NBA,Garrett Temple,templga01,37,TOR,SG,27,2,289,0.372,14.5,0.487,0.308,0.128,0.013,0.038,0.513,0.447,0.625,0.2,0.0,0.0,0.3,0.471,1.0,0.026,2,0.525,0.381,0,0
2024,NBA,Dalen Terry,terryda01,21,CHI,SG,59,2,681,0.439,13.2,0.529,0.357,0.153,0.019,0.0,0.471,0.627,0.679,0.583,0.0,,0.23,0.462,0.941,0.115,16,0.446,0.333,1,0
2024,NBA,Daniel Theis,theisda01,31,2TM,C,60,3,1015,0.532,9.5,0.758,0.413,0.232,0.099,0.014,0.242,0.586,0.719,0.426,0.483,0.0,0.366,0.792,1.0,0.157,42,0.239,0.353,1,0
2024,NBA,Daniel Theis,theisda01,31,IND,C,1,0,8,0.25,9.4,0.75,0.25,0.5,0.0,0.0,0.25,0.333,1.0,0.0,,,0.0,1.0,,0.25,1,0.0,,0,0
2024,NBA,Daniel Theis,theisda01,31,LAC,C,59,3,1007,0.536,9.5,0.758,0.415,0.228,0.1,0.014,0.242,0.589,0.717,0.439,0.483,0.0,0.371,0.791,1.0,0.156,41,0.243,0.353,1,0
2024,NBA,Cam Thomas,thomaca02,22,BRK,SG,66,51,2075,0.442,14.8,0.667,0.138,0.225,0.187,0.117,0.333,0.481,0.646,0.433,0.462,0.41,0.364,0.432,0.674,0.002,2,0.126,0.5,1,0
2024,NBA,Isaiah Thomas,thomais02,34,PHO,PG,6,0,19,0.3,13.6,0.6,0.2,0.3,0.0,0.1,0.4,0.167,0.5,0.0,,0.0,0.5,0.0,1.0,0.0,0,0.25,1.0,0,0
2024,NBA,Amen Thompson,thompam01,21,HOU,SF,62,23,1388,0.536,6.9,0.87,0.518,0.251,0.054,0.047,0.13,0.595,0.714,0.464,0.292,0.333,0.138,0.481,0.875,0.217,88,0.293,0.118,1,0
2024,NBA,Ausar Thompson,thompau01,21,DET,SF,63,38,1583,0.483,9.8,0.765,0.377,0.283,0.05,0.054,0.235,0.575,0.652,0.544,0.458,0.308,0.186,0.673,0.952,0.183,79,0.575,0.231,4,0
2024,NBA,Klay Thompson,thompkl01,33,GSW,SF,77,63,2284,0.432,20.3,0.389,0.051,0.108,0.107,0.124,0.611,0.503,0.724,0.484,0.463,0.464,0.387,0.721,0.937,0.002,2,0.132,0.396,2,0
2024,NBA,Tristan Thompson,thomptr01,32,CLE,C,49,0,549,0.608,3.4,0.992,0.658,0.3,0.033,0.0,0.008,0.613,0.684,0.472,0.5,,0.0,0.548,,0.2,20,0.0,,1,0
2024,NBA,JT Thor,thorjt01,21,CHO,PF,63,3,781,0.437,13.6,0.557,0.344,0.109,0.06,0.044,0.443,0.51,0.651,0.2,0.364,0.375,0.346,0.712,1.0,0.104,16,0.519,0.333,0,0
2024,NBA,Matisse Thybulle,thybuma01,26,POR,SF,65,19,1487,0.397,19.3,0.271,0.132,0.12,0.013,0.006,0.729,0.535,0.643,0.421,0.75,0.0,0.346,0.63,1.0,0.025,8,0.385,0.382,1,0
2024,NBA,Xavier Tillman Sr.,tillmxa01,25,2TM,PF,54,15,974,0.434,11.2,0.71,0.337,0.294,0.061,0.018,0.29,0.51,0.617,0.415,0.412,0.4,0.247,0.812,1.0,0.065,16,0.617,0.18,0,0
2024,NBA,Xavier Tillman Sr.,tillmxa01,25,MEM,C,34,13,700,0.408,9.4,0.751,0.38,0.286,0.066,0.019,0.249,0.469,0.568,0.361,0.429,0.25,0.226,0.813,1.0,0.07,13,0.604,0.156,0,0
2024,NBA,Xavier Tillman Sr.,tillmxa01,25,BOS,PF,20,2,274,0.515,13.1,0.576,0.197,0.318,0.045,0.015,0.424,0.684,0.923,0.571,0.333,1.0,0.286,0.808,1.0,0.045,3,0.643,0.222,0,0
2024,NBA,Jacob Toppin,toppija01,23,NYK,SF,9,0,38,0.556,14.1,0.556,0.222,0.222,0.0,0.111,0.444,0.8,1.0,0.5,,1.0,0.25,0.75,1.0,0.333,3,0.25,0.0,0,0
2024,NBA,Obi Toppin,toppiob01,25,IND,PF,82,28,1730,0.573,12.7,0.563,0.378,0.157,0.026,0.002,0.437,0.706,0.808,0.516,0.4,0.0,0.403,0.796,0.99,0.193,101,0.368,0.398,3,0
2024,NBA,Juan Toscano-Anderson,toscaju01,30,SAC,SF,11,0,53,0.25,9.7,0.667,0.417,0.25,0.0,0.0,0.333,0.25,0.4,0.0,,,0.25,1.0,1.0,0.083,1,0.75,0.333,0,0
2024,NBA,Karl-Anthony Towns,townska01,28,MIN,PF,62,62,2026,0.504,12.7,0.656,0.258,0.29,0.063,0.045,0.344,0.55,0.69,0.471,0.45,0.395,0.416,0.641,0.971,0.043,35,0.089,0.414,1,0
2024,NBA,Gary Trent Jr.,trentga02,25,TOR,SG,71,41,1994,0.426,18.4,0.465,0.113,0.12,0.1,0.131,0.535,0.464,0.667,0.441,0.365,0.387,0.393,0.574,0.904,0.012,8,0.163,0.378,0,0
2024,NBA,Oscar Tshiebwe,tshieos01,24,IND,PF,8,0,42,0.5,5.0,1.0,0.35,0.55,0.0,0.1,0.0,0.5,0.571,0.455,,0.5,,0.8,,0.1,2,,,0,0
2024,NBA,P.J. Tucker,tuckepj01,38,2TM,PF,31,10,486,0.36,20.5,0.3,0.14,0.1,0.02,0.04,0.7,0.333,0.571,0.0,0.0,0.5,0.371,0.6,1.0,0.0,0,0.971,0.382,0,0
2024,NBA,P.J. Tucker,tuckepj01,38,PHI,PF,3,3,66,0.4,23.5,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.4,,1.0,0.0,0,1.0,0.4,0,0
2024,NBA,P.J. Tucker,tuckepj01,38,LAC,PF,28,7,420,0.356,17.6,0.333,0.156,0.111,0.022,0.044,0.667,0.333,0.571,0.0,0.0,0.5,0.367,0.6,1.0,0.0,0,0.967,0.379,0,0
2024,NBA,Myles Turner,turnemy01,27,IND,C,77,77,2076,0.524,13.2,0.644,0.249,0.253,0.081,0.061,0.356,0.615,0.761,0.487,0.568,0.618,0.358,0.8,0.991,0.077,66,0.127,0.317,1,0
2024,NBA,Hunter Tyson,tysonhu01,23,DEN,PF,18,0,48,0.4,20.9,0.3,0.1,0.05,0.05,0.1,0.7,0.667,0.5,1.0,0.0,1.0,0.286,1.0,1.0,0.05,1,0.071,1.0,0,0
2024,NBA,Stanley Umude,umudest01,24,DET,SG,24,2,307,0.44,18.3,0.369,0.083,0.202,0.06,0.024,0.631,0.419,0.714,0.412,0.2,0.0,0.453,0.846,1.0,0.024,2,0.547,0.483,0,0
2024,NBA,Jonas Valančiūnas,valanjo01,31,NOP,C,82,82,1925,0.559,8.9,0.833,0.344,0.323,0.115,0.051,0.167,0.609,0.729,0.526,0.542,0.486,0.308,0.619,1.0,0.083,54,0.2,0.167,0,0
2024,NBA,Jarred Vanderbilt,vandeja01,24,LAL,PF,29,6,581,0.518,8.1,0.763,0.474,0.272,0.018,0.0,0.237,0.586,0.685,0.452,0.0,,0.296,0.706,1.0,0.193,21,0.704,0.316,1,0
2024,NBA,Fred VanVleet,vanvlfr01,29,HOU,PG,73,73,2684,0.416,19.9,0.424,0.093,0.123,0.073,0.136,0.576,0.454,0.505,0.384,0.459,0.478,0.387,0.219,0.568,0.0,0,0.09,0.491,8,0
2024,NBA,Devin Vassell,vassede01,23,SAS,SG,68,62,2248,0.472,16.4,0.578,0.163,0.126,0.159,0.13,0.422,0.544,0.715,0.511,0.548,0.358,0.372,0.602,0.837,0.05,49,0.188,0.512,2,0
2024,NBA,Sasha Vezenkov,vezenal01,28,SAC,PF,42,0,511,0.44,17.7,0.372,0.199,0.141,0.021,0.01,0.628,0.549,0.763,0.333,0.0,0.5,0.375,0.795,0.978,0.005,1,0.308,0.432,1,0
2024,NBA,Gabe Vincent,vincega01,27,LAL,PG,11,0,218,0.306,18.8,0.429,0.122,0.122,0.041,0.143,0.571,0.571,0.667,0.667,0.5,0.429,0.107,0.5,0.667,0.0,0,0.179,0.0,0,0
2024,NBA,Nikola Vučević,vucevni01,33,CHI,C,76,74,2610,0.484,12.1,0.742,0.225,0.302,0.128,0.086,0.258,0.55,0.645,0.552,0.477,0.404,0.294,0.745,1.0,0.031,31,0.054,0.294,0,0
2024,NBA,Tristan Vukcevic,vukcetr01,20,WAS,C,10,4,153,0.433,16.8,0.463,0.209,0.164,0.06,0.03,0.537,0.613,0.929,0.364,0.5,0.0,0.278,0.842,0.9,0.06,3,0.083,0.0,0,0
2024,NBA,Dean Wade,wadede01,27,CLE,PF,54,32,1108,0.414,22.6,0.129,0.073,0.013,0.017,0.026,0.871,0.567,0.765,0.0,0.5,0.333,0.391,0.647,0.987,0.03,6,0.351,0.408,0,0
2024,NBA,Franz Wagner,wagnefr01,22,ORL,SF,72,72,2337,0.482,11.3,0.695,0.315,0.32,0.039,0.022,0.305,0.57,0.716,0.459,0.442,0.292,0.281,0.419,0.787,0.06,65,0.12,0.225,4,0
2024,NBA,Moritz Wagner,wagnemo01,26,ORL,C,80,1,1415,0.601,7.6,0.792,0.504,0.272,0.005,0.009,0.208,0.673,0.799,0.46,0.333,0.4,0.33,0.796,0.974,0.091,48,0.322,0.324,1,0
2024,NBA,Ish Wainright,wainris01,29,2TM,SF,11,0,62,0.292,21.7,0.167,0.0,0.125,0.042,0.0,0.833,0.0,,0.0,0.0,,0.35,,1.0,0.0,0,0.25,0.6,0,0
2024,NBA,Ish Wainright,wainris01,29,POR,SF,7,0,46,0.333,23.8,0.111,0.0,0.056,0.056,0.0,0.889,0.0,,0.0,0.0,,0.375,,1.0,0.0,0,0.313,0.6,0,0
2024,NBA,Ish Wainright,wainris01,29,PHO,SF,4,0,16,0.167,19.5,0.333,0.0,0.333,0.0,0.0,0.667,0.0,,0.0,,,0.25,,1.0,0.0,0,0.0,,0,0
2024,NBA,Jabari Walker,walkeja01,21,POR,SF,72,23,1700,0.46,9.8,0.727,0.393,0.263,0.049,0.022,0.273,0.522,0.67,0.358,0.2,0.545,0.295,0.617,1.0,0.055,17,0.446,0.29,2,0
2024,NBA,Jarace Walker,walkeja02,20,IND,PF,33,0,340,0.409,17.4,0.5,0.164,0.136,0.082,0.118,0.5,0.418,0.5,0.267,0.556,0.385,0.4,0.565,0.818,0.036,4,0.182,0.3,0,0
2024,NBA,Lonnie Walker IV,walkelo01,25,BRK,SG,58,0,1011,0.423,17.7,0.449,0.163,0.126,0.063,0.098,0.551,0.471,0.663,0.355,0.387,0.354,0.384,0.462,0.712,0.018,5,0.229,0.452,1,0
2024,NBA,Cason Wallace,wallaca01,20,OKC,SG,82,13,1692,0.491,16.0,0.471,0.229,0.12,0.059,0.063,0.529,0.572,0.752,0.377,0.5,0.357,0.419,0.655,0.969,0.054,19,0.496,0.474,0,0
2024,NBA,Jordan Walsh,walshjo01,19,BOS,SF,9,1,83,0.4,16.1,0.4,0.267,0.133,0.0,0.0,0.6,0.667,0.75,0.5,,,0.222,0.75,1.0,0.333,4,0.444,0.0,0,0
2024,NBA,T.J. Warren,warretj01,30,MIN,SF,11,0,125,0.439,13.5,0.683,0.171,0.171,0.244,0.098,0.317,0.571,1.0,0.429,0.3,0.75,0.154,0.813,1.0,0.0,0,0.308,0.25,0,0
2024,NBA,P.J. Washington,washipj01,25,2TM,PF,73,45,2221,0.436,15.5,0.491,0.2,0.239,0.039,0.012,0.509,0.558,0.722,0.454,0.438,0.3,0.32,0.797,0.955,0.06,45,0.266,0.245,2,0
2024,NBA,P.J. Washington,washipj01,25,CHO,PF,44,17,1286,0.446,15.0,0.521,0.224,0.238,0.043,0.016,0.479,0.558,0.719,0.438,0.455,0.375,0.324,0.784,0.937,0.059,28,0.176,0.256,2,0
2024,NBA,P.J. Washington,washipj01,25,DAL,PF,29,28,935,0.421,16.1,0.44,0.159,0.242,0.033,0.007,0.56,0.556,0.729,0.479,0.4,0.0,0.314,0.824,0.981,0.063,17,0.396,0.239,0,0
2024,NBA,TyTy Washington Jr.,washity02,22,MIL,PG,11,0,56,0.3,17.5,0.7,0.05,0.2,0.1,0.35,0.3,0.286,1.0,0.25,0.5,0.143,0.333,0.5,1.0,0.0,0,0.167,1.0,0,0
2024,NBA,Yuta Watanabe,watanyu01,29,2TM,SF,34,0,464,0.353,18.7,0.267,0.095,0.103,0.043,0.026,0.733,0.516,0.818,0.333,0.6,0.0,0.294,0.563,1.0,0.043,5,0.412,0.286,0,0
2024,NBA,Yuta Watanabe,watanyu01,29,PHO,SF,29,0,382,0.361,20.7,0.227,0.093,0.082,0.031,0.021,0.773,0.5,0.778,0.25,0.667,0.0,0.32,0.545,1.0,0.031,3,0.413,0.323,0,0
2024,NBA,Yuta Watanabe,watanyu01,29,MEM,SF,5,0,82,0.316,16.6,0.474,0.105,0.211,0.105,0.053,0.526,0.556,1.0,0.5,0.5,0.0,0.1,0.6,1.0,0.105,2,0.4,0.0,0,0
